# ch1	Y	RMS
0.175	0	0
0.525	0	0
0.875	0	0
1.225	0	0
1.575	0	0
1.925	0	0
2.275	0	0
2.625	0	0
2.975	0	0
3.325	0	0
3.675	0	0
4.025	0	0
4.375	0	0
4.725	0	0
5.075	0	0
5.425	0.00333333	0
5.775	0	0
6.125	0	0
6.475	0	0
6.825	0	0
7.175	0	0
7.525	0	0
7.875	0	0
8.225	0	0
8.575	0	0
8.925	0	0
9.275	0	0
9.625	0	0
9.975	0.00333333	0
10.325	0.00333333	0
10.675	0.0133333	0
11.025	0.00333333	0
11.375	0.00333333	0
11.725	0.00333333	0
12.075	0	0
12.425	0	0
12.775	0	0
13.125	0	0
13.475	0.00333333	0
13.825	0	0
14.175	0	0
14.525	0.00666667	0
14.875	0.00666667	0
15.225	0	0
15.575	0.01	0
15.925	0	0
16.275	0.00333333	0
16.625	0.0133333	0
16.975	0.03	0
17.325	0.00333333	0
17.675	0.00333333	0
18.025	0	0
18.375	0.0133333	0
18.725	0.01	0
19.075	0.00333333	0
19.425	0.00333333	0
19.775	0	0
20.125	0.00333333	0
20.475	0.01	0
20.825	0.00333333	0
21.175	0	0
21.525	0	0
21.875	0.0133333	0
22.225	0.0933333	0
22.575	0.26	0
22.925	0.0166667	0
23.275	0.01	0
23.625	0.00666667	0
23.975	0.0366667	0
24.325	0.0566667	0
24.675	0.0233333	0
25.025	0.15	0
25.375	0.153333	0
25.725	0.02	0
26.075	0	0
26.425	0	0
26.775	0	0
27.125	0	0
27.475	0	0
27.825	0	0
28.175	0	0
28.525	0	0
28.875	0	0
29.225	0	0
29.575	0	0
29.925	0	0
30.275	0	0
30.625	0	0
30.975	0	0
31.325	0	0
31.675	0	0
32.025	0	0
32.375	0	0
32.725	0	0
33.075	0	0
33.425	0	0
33.775	0	0
34.125	0	0
34.475	0	0
34.825	0	0


# ch2	Y	RMS
0.175	0	0
0.525	0	0
0.875	0	0
1.225	0	0
1.575	0	0
1.925	0	0
2.275	0	0
2.625	0	0
2.975	0	0
3.325	0	0
3.675	0	0
4.025	0	0
4.375	0.00333333	0
4.725	0	0
5.075	0.00166667	0
5.425	0	0
5.775	0	0
6.125	0	0
6.475	0	0
6.825	0.00333333	0
7.175	0	0
7.525	0.00166667	0
7.875	0.00333333	0
8.225	0.005	0
8.575	0.005	0
8.925	0.00166667	0
9.275	0.00666667	0
9.625	0.005	0
9.975	0.005	0
10.325	0.005	0
10.675	0.00166667	0
11.025	0.005	0
11.375	0.00166667	0
11.725	0.00833333	0
12.075	0.005	0
12.425	0.00666667	0
12.775	0.01	0
13.125	0.0133333	0
13.475	0.005	0
13.825	0.015	0
14.175	0.01	0
14.525	0.0133333	0
14.875	0	0
15.225	0.00666667	0
15.575	0.0116667	0
15.925	0.00333333	0
16.275	0.005	0
16.625	0.0133333	0
16.975	0.03	0
17.325	0.005	0
17.675	0.00833333	0
18.025	0.0116667	0
18.375	0.00833333	0
18.725	0.005	0
19.075	0.00666667	0
19.425	0	0
19.775	0.00833333	0
20.125	0.0183333	0
20.475	0.00833333	0
20.825	0.01	0
21.175	0.0233333	0
21.525	0.045	0
21.875	0.0666667	0
22.225	0.125	0
22.575	0.1	0
22.925	0.0233333	0
23.275	0.0166667	0
23.625	0.0383333	0
23.975	0.04	0
24.325	0.04	0
24.675	0.0516667	0
25.025	0.0716667	0
25.375	0.055	0
25.725	0.00166667	0
26.075	0	0
26.425	0	0
26.775	0	0
27.125	0	0
27.475	0	0
27.825	0	0
28.175	0	0
28.525	0	0
28.875	0	0
29.225	0	0
29.575	0	0
29.925	0	0
30.275	0	0
30.625	0	0
30.975	0	0
31.325	0	0
31.675	0	0
32.025	0	0
32.375	0	0
32.725	0	0
33.075	0	0
33.425	0	0
33.775	0	0
34.125	0	0
34.475	0	0
34.825	0	0


# ch3	Y	RMS
0.175	0	0
0.525	0	0
0.875	0	0
1.225	0	0
1.575	0	0
1.925	0	0
2.275	0	0
2.625	0	0
2.975	0	0
3.325	0	0
3.675	0.00222222	0
4.025	0	0
4.375	0.00222222	0
4.725	0.00666667	0
5.075	0.00555556	0
5.425	0.01	0
5.775	0.0111111	0
6.125	0.0111111	0
6.475	0.02	0
6.825	0.0255556	0
7.175	0.0255556	0
7.525	0.0277778	0
7.875	0.02	0
8.225	0.0288889	0
8.575	0.0277778	0
8.925	0.0188889	0
9.275	0.0244444	0
9.625	0.0411111	0
9.975	0.0622222	0
10.325	0.0544444	0
10.675	0.0344444	0
11.025	0.03	0
11.375	0.0166667	0
11.725	0.0233333	0
12.075	0.0411111	0
12.425	0.0755556	0
